street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Am Petersberg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Pfarracker,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Pfingstberg,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Pfuhl,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Pichelssee,Spandau,West (pre-2000),,K,Complete street,mittel
Am Pilz,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Plänterwald,Treptow-Köpenick,East + West-Staaken (pre-2000),2 - 16,G,Even numbers only,einfach
Am Plänterwald,Treptow-Köpenick,East + West-Staaken (pre-2000),17 - 23,U,Odd numbers only,einfach
Am Plänterwald,Treptow-Köpenick,East + West-Staaken (pre-2000),18 - 36,G,Even numbers only,mittel
Am Plumpengraben,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Poloplatz,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Posseberg,Pankow,East + West-Staaken (pre-2000),3,U,Odd numbers only,mittel
Am Posseberg,Pankow,East + West-Staaken (pre-2000),6 - 36,G,Even numbers only,einfach
Am Posseberg,Pankow,East + West-Staaken (pre-2000),31,U,Odd numbers only,einfach
Am Postbahnhof,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Postfenn,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Am Priesteracker,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Priesterberg,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Pumpwerk,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Querschlag,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Rain,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Rathaus,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Am Rathauspark,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Rehwechsel,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Rheinischen Viertel,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Ried,Reinickendorf,West (pre-2000),1 - 11,U,Odd numbers only,mittel
Am Ried,Reinickendorf,West (pre-2000),4 - 32,G,Even numbers only,mittel
Am Ried,Reinickendorf,West (pre-2000),11 A - 35,U,Odd numbers only,gut
Am Ritterholz,Spandau,West (pre-2000),,K,Complete street,mittel
Am Rodelberg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Rohrbusch,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Rohrgarten,Steglitz-Zehlendorf,West (pre-2000),4 - 30,G,Even numbers only,gut
Am Rohrgarten,Steglitz-Zehlendorf,West (pre-2000),5 - 109,U,Odd numbers only,gut
Am Rohrgarten,Steglitz-Zehlendorf,West (pre-2000),40,G,Even numbers only,mittel
Am Rohrgarten,Steglitz-Zehlendorf,West (pre-2000),70,G,Even numbers only,gut
Am Rohrgarten,Steglitz-Zehlendorf,West (pre-2000),90 - 106,G,Even numbers only,mittel
Am Rollberg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Römersgrün,Neukölln,West (pre-2000),,K,Complete street,einfach
Am Rosenanger,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Rosenhag,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Rosensteg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Roten Stein,Spandau,West (pre-2000),,K,Complete street,gut
Am Rötepfuhl,Neukölln,West (pre-2000),,K,Complete street,einfach
Am Ruderverein,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Rudolfplatz,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Rudower Waldrand,Neukölln,West (pre-2000),,K,Complete street,einfach
Am Rundling,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Rupenhorn,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Am Sandberg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Sandhaus,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Sandwerder,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Schäfersee,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Am Schilf,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Schillertheater,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Am Schlachtensee,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Schlangengraben,Spandau,West (pre-2000),,K,Complete street,einfach
Am Schlehdorn,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Schloßberg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Schloßhof,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Schloßpark,Pankow,East + West-Staaken (pre-2000),2 - 34,F,Consecutive numbering,gut
Am Schloßpark,Pankow,East + West-Staaken (pre-2000),37,F,Consecutive numbering,mittel
Am Schmeding,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Schonungsberg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Schülerheim,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Weingarten,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Weinhang,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,mittel
Am Weißen Steg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Werksgarten,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wieselbau,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Wiesenende,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Wiesengraben,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wiesengrund,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wiesenhang,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wiesenhaus,Spandau,West (pre-2000),,K,Complete street,mittel
Am Wiesenrain,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wildbusch,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wildgatter,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Winkel,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wriezener Bahnhof,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Wuhlebogen,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Wuhlesee,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Zeppelinpark,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Zeughaus,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Am Zirkus,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Am Zwiebusch,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Amalienhofstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Amalienpark,Pankow,East + West-Staaken (pre-2000),1 - 3 A,F,Consecutive numbering,mittel
Amalienpark,Pankow,East + West-Staaken (pre-2000),4 - 8,F,Consecutive numbering,gut
Amalienstraße,Pankow,East + West-Staaken (pre-2000),1 - 10,F,Consecutive numbering,gut
Amalienstraße,Pankow,East + West-Staaken (pre-2000),12 - 19 A,F,Consecutive numbering,mittel
Amalienstraße,Pankow,East + West-Staaken (pre-2000),20 - 26,F,Consecutive numbering,gut
Amalienstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Amandastraße,Reinickendorf,West (pre-2000),,K,Complete street,gut
Amanlisweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Ambacher Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Amberbaumallee,Spandau,West (pre-2000),,K,Complete street,mittel
Amboßweg,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Ameisenweg,Spandau,West (pre-2000),,K,Complete street,einfach
Amelia-Earhart-Straße,Spandau,West (pre-2000),,K,Complete street,mittel
Amelie-Beese-Zeile,Spandau,West (pre-2000),,K,Complete street,mittel
Amelieweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Amendestraße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Amfortasweg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Ammerseestraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Amorbacher Weg,Spandau,West (pre-2000),,K,Complete street,mittel
Amorstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Ampferweg,Neukölln,West (pre-2000),,K,Complete street,mittel
Amrumer Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Amselgrund,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Amselhainer Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Amselstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Amselstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Amselstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Amselweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Amsterdamer Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Amtsgerichtsplatz,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Amtsstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Achterhöfen,Neukölln,West (pre-2000),,K,Complete street,einfach
An den Auen,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
An den Bänken,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Berggärten,Spandau,West (pre-2000),,K,Complete street,mittel
An den Buckower Feldern,Neukölln,West (pre-2000),,K,Complete street,einfach
An den Eldenaer Höfen,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Feldern,Neukölln,West (pre-2000),,K,Complete street,einfach
An den Feldtmanngärten,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Fließtalhöfen,Reinickendorf,West (pre-2000),,K,Complete street,mittel
An den Freiheitswiesen,Spandau,West (pre-2000),,K,Complete street,einfach
An den Grachten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Haselbüschen,Spandau,West (pre-2000),,K,Complete street,einfach
An den Hubertshäusern,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
An den Klostergärten,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
An den Knabenhäusern,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Parkbäumen,Spandau,West (pre-2000),,K,Complete street,mittel
An den Rohrbruchwiesen,Spandau,West (pre-2000),,K,Complete street,einfach
An den Siedlergärten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Treptowers,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
An den Weiden,Neukölln,West (pre-2000),,K,Complete street,einfach
An den Zingerwiesen,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
An der Wuhlheide,Treptow-Köpenick,East + West-Staaken (pre-2000),189 - 199,U,Odd numbers only,gut
An der Wuhlheide,Treptow-Köpenick,East + West-Staaken (pre-2000),205 - 265,U,Odd numbers only,mittel
An der Wuhlheide,Treptow-Köpenick,East + West-Staaken (pre-2000),224 - 246,G,Even numbers only,einfach
An der Wuhlheide,Treptow-Köpenick,East + West-Staaken (pre-2000),250 - 256,G,Even numbers only,mittel
Ancillonweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Andanteweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Andenzeisigweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Andernacher Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Andersenstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Andlauer Weg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Andornsteig,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Andreasberger Straße,Neukölln,West (pre-2000),,K,Complete street,einfach
Andreas-Hermes-Siedlung,Neukölln,West (pre-2000),,K,Complete street,einfach
Andreasstraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),10,F,Consecutive numbering,gut
Andreasstraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),20 - 72,F,Consecutive numbering,mittel
Andreasstraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),77,F,Consecutive numbering,gut
Andréezeile,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Äneasstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Anemonenstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Angelikaweg,Neukölln,West (pre-2000),,K,Complete street,mittel
Angerburger Allee,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Angermünder Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,gut
Angermünder Straße,Tempelhof-Schöneberg,West (pre-2000),1 - 33 A,F,Consecutive numbering,mittel
Angermünder Straße,Tempelhof-Schöneberg,West (pre-2000),35 - 38 B,F,Consecutive numbering,einfach
Angermünder Straße,Tempelhof-Schöneberg,West (pre-2000),40 - 82,F,Consecutive numbering,mittel
Angersbacher Pfad,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Angersteinweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Angerweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Anglersiedlung,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Anhalter Straße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Anhaltinerstraße,Steglitz-Zehlendorf,West (pre-2000),1 - 33,U,Odd numbers only,gut
Anhaltinerstraße,Steglitz-Zehlendorf,West (pre-2000),2 - 26,G,Even numbers only,gut
Anhaltinerstraße,Steglitz-Zehlendorf,West (pre-2000),28 - 36,G,Even numbers only,mittel
Anisweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ankerweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Anklamer Straße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Ankogelweg,Neukölln,West (pre-2000),,K,Complete street,mittel
Ankogelweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Anna-Bruseberg-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Annaburger Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Anna-Ebermann-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Anna-Louisa-Karsch-Straße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Anna-Mackenroth-Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Anna-Maria-Müller-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Anna-Seghers-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Anna-Siemsen-Weg,Neukölln,West (pre-2000),,K,Complete street,einfach
Annastraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Anne-Frank-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Annemariestraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Annenallee,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 3,F,Consecutive numbering,mittel
Annenallee,Treptow-Köpenick,East + West-Staaken (pre-2000),4 - 19,F,Consecutive numbering,gut
Annenallee,Treptow-Köpenick,East + West-Staaken (pre-2000),20 - 24,F,Consecutive numbering,mittel
Annenstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Annenstraße,Mitte,East + West-Staaken (pre-2000),1 - 45,F,Consecutive numbering,gut
Annenstraße,Mitte,East + West-Staaken (pre-2000),48 - 53,F,Consecutive numbering,mittel
Anni-Frid-Weg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Annweilerweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ansbacher Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Anschützweg,Spandau,West (pre-2000),,K,Complete street,einfach
Anselmstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ansgarstraße,Reinickendorf,West (pre-2000),,K,Complete street,gut
Antonienstraße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Antoniuskirchstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Antonplatz,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Anton-Saefkow-Platz,Lichtenberg,East + West-Staaken (pre-2000),1 - 5,F,Consecutive numbering,einfach
Anton-Saefkow-Platz,Lichtenberg,East + West-Staaken (pre-2000),6,F,Consecutive numbering,mittel
Anton-Saefkow-Platz,Lichtenberg,East + West-Staaken (pre-2000),8 - 14,F,Consecutive numbering,einfach
Anton-Saefkow-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,gut
Antonstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Anton-von-Werner-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Anton-Webern-Weg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Antonyplatz,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Antwerpener Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Anzengruberstraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Aschaffenburger Straße (Schön),Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Ascheberger Weg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Aschenbrödelstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ascherslebener Weg,Neukölln,West (pre-2000),,K,Complete street,mittel
Asgardstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ashdodstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Askaloner Weg,Reinickendorf,West (pre-2000),,K,Complete street,gut
Askanierring,Spandau,West (pre-2000),22 - 90,F,Consecutive numbering,einfach
Askanierring,Spandau,West (pre-2000),92 - 108 A,F,Consecutive numbering,mittel
Askanierring,Spandau,West (pre-2000),149 - 155,F,Consecutive numbering,einfach
Askanischer Platz,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Asnièresstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Aspenweg,Spandau,West (pre-2000),,K,Complete street,mittel
Asseburgpfad,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Aßmannshauser Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Aßmannstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,gut
Asta-Nielsen-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Asternplatz,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Astridstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Atlantisring,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Attendorner Weg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Attilagarten,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Attilastraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Attilastraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Attinghausenweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,gut
Atzpodienstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Auber Steig,Reinickendorf,West (pre-2000),,K,Complete street,gut
Aubertstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
