street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Gotenstraße,Tempelhof-Schöneberg,,1 - 25,F,Consecutive numbering,mittel
Gotenstraße,Tempelhof-Schöneberg,,26 - 54,F,Consecutive numbering,einfach
Gotenstraße,Tempelhof-Schöneberg,,55 - 84,F,Consecutive numbering,mittel
Gotenweg,Spandau,,whole street,K,Complete street,mittel
Gotha-Allee,Charlottenburg-Wilmersdorf,,1 - 15,U,Odd numbers only,gut
Gotha-Allee,Charlottenburg-Wilmersdorf,,17 - 59,U,Odd numbers only,mittel
Gotha-Allee,Charlottenburg-Wilmersdorf,,20 - 48,G,Even numbers only,mittel
Gothaer Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Gothaer Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Gotlandstraße,Pankow,,1 - 7,U,Odd numbers only,gut
Gotlandstraße,Pankow,,2 - 16,G,Even numbers only,mittel
Gotlandstraße,Pankow,,13 - 15,U,Odd numbers only,mittel
Gotlindestraße,Lichtenberg,,whole street,K,Complete street,mittel
Gottfried-Arnold-Weg,Spandau,,whole street,K,Complete street,mittel
Gottfried-Keller-Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Gottfriedstraße,Lichtenberg,,whole street,K,Complete street,einfach
Gottfried-von-Cramm-Weg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Gotthardstraße,Reinickendorf,,whole street,K,Complete street,einfach
Göttinger Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gottlieb-Dunkel-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Gottschalkstraße,Mitte,,whole street,K,Complete street,einfach
Gottschedstraße,Mitte,,whole street,K,Complete street,einfach
Greifenhagener Straße,Pankow,,45 - 68,F,Consecutive numbering,gut
Greifenweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Greifstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Greifswalder Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Greifswalder Straße,Pankow,,1 - 62,F,Consecutive numbering,gut
Greifswalder Straße,Pankow,,80 A - 169,F,Consecutive numbering,mittel
Greifswalder Straße,Pankow,,190 - 226,F,Consecutive numbering,gut
Greifswalder Straße,Pankow,,227 - 228 A,F,Consecutive numbering,mittel
Greifswalder Straße,Pankow,,229,F,Consecutive numbering,gut
Greinerstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Greizer Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Greizer Straße,Tempelhof-Schöneberg,,1 - 15,U,Odd numbers only,einfach
Greizer Straße,Tempelhof-Schöneberg,,2 - 40,G,Even numbers only,mittel
Grellstraße,Pankow,,whole street,K,Complete street,mittel
Grenadierstraße,Spandau,,whole street,K,Complete street,einfach
Grenobler Ring,Pankow,,whole street,K,Complete street,mittel
Grenzallee,Neukölln,,whole street,K,Complete street,einfach
Grenzbergeweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Grenzburgstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Grenzgrabenstraße,Lichtenberg,,whole street,K,Complete street,einfach
Grenzpfad,Steglitz-Zehlendorf,,1 - 19,U,Odd numbers only,mittel
Grenzpfad,Steglitz-Zehlendorf,,6 - 16,G,Even numbers only,gut
Grenzstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Grenzstraße,Mitte,,whole street,K,Complete street,einfach
Grenzweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Grenzweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Greta-Garbo-Straße,Pankow,,whole street,K,Complete street,mittel
Gretelstraße,Neukölln,,whole street,K,Complete street,einfach
Grethe-Weiser-Weg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Greulichstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Grevesmühlener Straße,Lichtenberg,,1 - 45,U,Odd numbers only,einfach
Grevesmühlener Straße,Lichtenberg,,10 - 36,G,Even numbers only,einfach
Grevesmühlener Straße,Lichtenberg,,47 - 57,U,Odd numbers only,mittel
Greveweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Griebenowstraße,Mitte,,whole street,K,Complete street,gut
Griebenweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Griechische Allee,Treptow-Köpenick,,1 - 59,U,Odd numbers only,mittel
Griechische Allee,Treptow-Köpenick,,2,G,Even numbers only,einfach
Griechische Allee,Treptow-Köpenick,,6 - 64,G,Even numbers only,mittel
Griegstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Griembergweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Grieser Platz,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Griesingerstraße,Spandau,,whole street,K,Complete street,einfach
Grillostraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Grillparzerstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Grimaustraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Grimbartsteig,Reinickendorf,,whole street,K,Complete street,mittel
Grimmelshausenstraße,Spandau,,whole street,K,Complete street,gut
Grimmingweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Grimmstraße,Friedrichshain-Kreuzberg,,1 - 9,F,Consecutive numbering,gut
Grimmstraße,Friedrichshain-Kreuzberg,,10 - 30,F,Consecutive numbering,mittel
Grimmstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Grimnitzseeweg,Spandau,,whole street,K,Complete street,einfach
Grimnitzstraße,Lichtenberg,,whole street,K,Complete street,gut
Grimnitzstraße,Spandau,,whole street,K,Complete street,einfach
Grimselweg,Pankow,,whole street,K,Complete street,mittel
Grindelwaldweg,Reinickendorf,,whole street,K,Complete street,einfach
Gritznerstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Groenerstraße,Spandau,,whole street,K,Complete street,einfach
Grohsteig,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Grollstraße,Pankow,,whole street,K,Complete street,mittel
Grolmanstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Gronauer Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,einfach
Groninger Straße,Mitte,,whole street,K,Complete street,einfach
Gropiusstraße,Lichtenberg,,whole street,K,Complete street,mittel
Gropiusstraße,Mitte,,whole street,K,Complete street,einfach
Groscurthstraße,Pankow,,whole street,K,Complete street,einfach
Großbeerenstraße,Friedrichshain-Kreuzberg,,2 - 3,F,Consecutive numbering,einfach
Großbeerenstraße,Friedrichshain-Kreuzberg,,10 - 84,F,Consecutive numbering,mittel
Großbeerenstraße,Friedrichshain-Kreuzberg,,88 - 96,F,Consecutive numbering,einfach
Großbeerenstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Großbeerenstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Groß-Berliner Damm,Treptow-Köpenick,,whole street,K,Complete street,mittel
Großcreutzweg,Neukölln,,whole street,K,Complete street,einfach
Grunewaldstraße,Tempelhof-Schöneberg,,1 - 38,F,Consecutive numbering,mittel
Grunewaldstraße,Tempelhof-Schöneberg,,39 - 65,F,Consecutive numbering,gut
Grunewaldstraße,Tempelhof-Schöneberg,,66 - 94,F,Consecutive numbering,mittel
Grünfinkenweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Grünfließer Gang,Treptow-Köpenick,,whole street,K,Complete street,mittel
Grünheider Weg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Grünhofer Weg,Spandau,,whole street,K,Complete street,einfach
Grünkardinalweg,Pankow,,2 - 21,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,22,F,Consecutive numbering,einfach
Grünkardinalweg,Pankow,,23,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,24,F,Consecutive numbering,einfach
Grünkardinalweg,Pankow,,25,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,26,F,Consecutive numbering,einfach
Grünkardinalweg,Pankow,,27,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,28,F,Consecutive numbering,einfach
Grünkardinalweg,Pankow,,29,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,30,F,Consecutive numbering,einfach
Grünkardinalweg,Pankow,,31,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,32,F,Consecutive numbering,einfach
Grünkardinalweg,Pankow,,33,F,Consecutive numbering,mittel
Grünkardinalweg,Pankow,,34 - 99,F,Consecutive numbering,einfach
Grünlandweg,Reinickendorf,,whole street,K,Complete street,mittel
Grünlingweg,Neukölln,,whole street,K,Complete street,einfach
Grunowstraße,Marzahn-Hellersdorf,,1 - 33 B,F,Consecutive numbering,mittel
Grunowstraße,Marzahn-Hellersdorf,,33 E - 64 A,F,Consecutive numbering,gut
Grunowstraße,Marzahn-Hellersdorf,,64 C - 78,F,Consecutive numbering,mittel
Grunowstraße,Pankow,,whole street,K,Complete street,mittel
Grünrockweg,Reinickendorf,,whole street,K,Complete street,einfach
Grünspechtweg,Reinickendorf,,whole street,K,Complete street,mittel
Grünstadter Weg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Grünsteinweg,Neukölln,,1 - 17 I,U,Odd numbers only,mittel
Grünsteinweg,Neukölln,,4 - 40,G,Even numbers only,einfach
Grünsteinweg,Neukölln,,41 - 47,U,Odd numbers only,einfach
Grünsteinweg,Neukölln,,44 - 46 O,G,Even numbers only,mittel
Grünstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Grüntaler Straße,Mitte,,whole street,K,Complete street,einfach
Grüntaler Straße,Pankow,,whole street,K,Complete street,mittel
Grüntenstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Grußdorfstraße,Reinickendorf,,whole street,K,Complete street,mittel
Grützmacherweg,Spandau,,whole street,K,Complete street,einfach
Gryphiusstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Gubener Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Gubitzstraße,Pankow,,whole street,K,Complete street,mittel
Gudrunstraße,Lichtenberg,,whole street,K,Complete street,mittel
Gudvanger Straße,Pankow,,12 - 52,G,Even numbers only,gut
Gudvanger Straße,Pankow,,15 - 29,U,Odd numbers only,mittel
Gudvanger Straße,Pankow,,31 - 57,U,Odd numbers only,gut
Guerickestraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Guhlener Zeile,Reinickendorf,,whole street,K,Complete street,mittel
Guineastraße,Mitte,,whole street,K,Complete street,einfach
Güldenauer Weg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Güldenhofer Ufer,Treptow-Köpenick,,whole street,K,Complete street,mittel
Güllweg,Pankow,,whole street,K,Complete street,mittel
Gülser Weg,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Gülzower Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Gundelfinger Straße,Lichtenberg,,whole street,K,Complete street,gut
Günter-Litfin-Straße,Pankow,,1 - 25,U,Odd numbers only,einfach
Günter-Litfin-Straße,Pankow,,2 - 34,G,Even numbers only,mittel
Günter-Riesebrodt-Weg,Lichtenberg,,whole street,K,Complete street,mittel
Guntersblumer Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Guntherstraße,Lichtenberg,,whole street,K,Complete street,mittel
Guntherstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Güntherstraße,Lichtenberg,,whole street,K,Complete street,mittel
Guntramstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Güntzelstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Gurkensteig,Pankow,,whole street,K,Complete street,einfach
Gurlittstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Gurnemanzpfad,Reinickendorf,,whole street,K,Complete street,gut
Gürtelstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Gürtelstraße,Pankow,,2 - 4,F,Consecutive numbering,mittel
Gürtelstraße,Pankow,,5 - 39,F,Consecutive numbering,gut
Gürtlerweg,Neukölln,,whole street,K,Complete street,mittel
Gustav-Adolf-Straße,Pankow,,1 - 66,F,Consecutive numbering,mittel
Gustav-Adolf-Straße,Pankow,,67,F,Consecutive numbering,gut
Hackescher Markt,Mitte,,whole street,K,Complete street,gut
Hackländerweg,Spandau,,whole street,K,Complete street,gut
Hadburgpfad,Lichtenberg,,whole street,K,Complete street,mittel
Hademarscher Weg,Reinickendorf,,whole street,K,Complete street,mittel
Haderslebener Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hadlichstraße,Pankow,,whole street,K,Complete street,mittel
Hadubrandstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hadubrandweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Haduweg,Pankow,,whole street,K,Complete street,mittel
Haeckelstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Haeftenzeile,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Haeselerstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Haeselerstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Haewererweg,Neukölln,,whole street,K,Complete street,einfach
Hafeldweg,Spandau,,whole street,K,Complete street,mittel
Hafenplatz,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Hafenstraße,Neukölln,,whole street,K,Complete street,einfach
Hafersteig,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Haflingerpfad,Reinickendorf,,whole street,K,Complete street,mittel
Hagebuttenhecke,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hagedornstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hagelberger Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Hagenauer Straße,Pankow,,whole street,K,Complete street,gut
Hagenower Ring,Lichtenberg,,whole street,K,Complete street,einfach
Hagenplatz,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hagenstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hagenstraße,Lichtenberg,,whole street,K,Complete street,mittel
Hagenstraße,Pankow,,whole street,K,Complete street,mittel
Hahnebergweg,Spandau,,1 - 5,F,Consecutive numbering,mittel
Hahnebergweg,Spandau,,50,F,Consecutive numbering,mittel
Hähnelstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Hahnenfußpfad,Spandau,,whole street,K,Complete street,einfach
Hahn-Meitner-Platz,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hahns Mühle,Treptow-Köpenick,,whole street,K,Complete street,gut
Hainbuchenstraße,Reinickendorf,,whole street,K,Complete street,gut
Hainbuchenweg,Spandau,,whole street,K,Complete street,mittel
Hainleiteweg,Spandau,,whole street,K,Complete street,einfach
Hainstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hakenfelder Straße,Spandau,,whole street,K,Complete street,mittel
Halalistraße,Reinickendorf,,whole street,K,Complete street,mittel
Halbauer Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Halbe-Hufen-Weg,Pankow,,whole street,K,Complete street,mittel
Halberstädter Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Halemweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Halenseestraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Halker Zeile,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hallandstraße,Pankow,,whole street,K,Complete street,mittel
Hallberger Zeile,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hallerstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Hallesche Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Hallesches Ufer,Friedrichshain-Kreuzberg,,24 - 62,G,Even numbers only,einfach
Hallesches Ufer,Friedrichshain-Kreuzberg,,70 - 78,G,Even numbers only,mittel
Hallgarter Steig,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hallichpromenade,Reinickendorf,,whole street,K,Complete street,einfach
Halligweg,Reinickendorf,,whole street,K,Complete street,einfach
Halmstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Halskesteig,Spandau,,whole street,K,Complete street,einfach
Halskestraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Haltoner Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Haltrichweg,Spandau,,whole street,K,Complete street,gut
Hamamelisweg,Pankow,,whole street,K,Complete street,mittel
Hamannweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hambacher Weg,Reinickendorf,,whole street,K,Complete street,gut
Hamburger Platz,Pankow,,whole street,K,Complete street,mittel
Hamburger Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hamburger Straße,Spandau,,whole street,K,Complete street,einfach
Hamburger Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hamerlingweg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hammarskjöldplatz,Charlottenburg-Wilmersdorf,,1 - 3,U,Odd numbers only,mittel
Hammarskjöldplatz,Charlottenburg-Wilmersdorf,,5,U,Odd numbers only,gut
Hämmerlingstraße,Treptow-Köpenick,,1 - 115,U,Odd numbers only,mittel
Hämmerlingstraße,Treptow-Köpenick,,2 - 106,G,Even numbers only,mittel
Hämmerlingstraße,Treptow-Köpenick,,108 - 138,G,Even numbers only,gut
Hämmerlingstraße,Treptow-Köpenick,,117 - 123,U,Odd numbers only,gut
Hardenbergplatz,Mitte,,whole street,K,Complete street,gut
Hardenbergstraße,Charlottenburg-Wilmersdorf,,4 - 11,F,Consecutive numbering,gut
Hardenbergstraße,Charlottenburg-Wilmersdorf,,12 - 25,F,Consecutive numbering,mittel
Hardenbergstraße,Charlottenburg-Wilmersdorf,,26 - 29 D,F,Consecutive numbering,gut
Hardenbergstraße,Charlottenburg-Wilmersdorf,,31 - 32,F,Consecutive numbering,mittel
Hardenbergstraße,Charlottenburg-Wilmersdorf,,33 - 41,F,Consecutive numbering,gut
Hardyweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Harfenweg,Pankow,,whole street,K,Complete street,einfach
Harkortstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Harlinger Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Harlingeroder Weg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Harnackstraße,Lichtenberg,,whole street,K,Complete street,einfach
Harnackstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Harnischweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Harriesstraße,Spandau,,whole street,K,Complete street,mittel
Harrosteig,Treptow-Köpenick,,whole street,K,Complete street,mittel
Harry-Glaß-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Harry-S.-Truman-Allee,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Harsdörferweg,Spandau,,whole street,K,Complete street,gut
Hartlebenstraße,Treptow-Köpenick,,1 - 7,U,Odd numbers only,mittel
Hartlebenstraße,Treptow-Köpenick,,2 - 6,G,Even numbers only,mittel
Hartlebenstraße,Treptow-Köpenick,,9 - 11,U,Odd numbers only,gut
Hartmannstraße,Steglitz-Zehlendorf,,6 - 36,G,Even numbers only,mittel
Hartmannstraße,Steglitz-Zehlendorf,,13 - 23,U,Odd numbers only,gut
Hartmannstraße,Steglitz-Zehlendorf,,25 - 37,U,Odd numbers only,mittel
Hartmannsweilerweg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
