street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Havelchaussee,Spandau,,whole street,K,Complete street,mittel
Havelchaussee,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Havelländer Ring,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Havelmatensteig,Spandau,,whole street,K,Complete street,mittel
Havelmüllerweg,Reinickendorf,,whole street,K,Complete street,mittel
Havelschanze,Spandau,,whole street,K,Complete street,einfach
Havelstraße,Spandau,,whole street,K,Complete street,einfach
Havemannstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Havensteinstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Havermannstraße,Neukölln,,1 - 11,U,Odd numbers only,mittel
Havermannstraße,Neukölln,,2 - 18,G,Even numbers only,einfach
Hawaiiweg,Spandau,,whole street,K,Complete street,mittel
Haydnstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Haydnstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Haynauer Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hebammensteig,Pankow,,whole street,K,Complete street,einfach
Hebbelstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Hechelstraße,Reinickendorf,,whole street,K,Complete street,einfach
Hechtgraben,Steglitz-Zehlendorf,,2 - 6,G,Even numbers only,mittel
Hechtgraben,Steglitz-Zehlendorf,,11,U,Odd numbers only,gut
Hechtstraße,Treptow-Köpenick,,1 - 17,U,Odd numbers only,mittel
Hechtstraße,Treptow-Köpenick,,2 - 52,G,Even numbers only,mittel
Hechtstraße,Treptow-Köpenick,,23 - 37,U,Odd numbers only,einfach
Hechtstraße,Treptow-Köpenick,,39 - 51,U,Odd numbers only,mittel
Heckelberger Ring,Lichtenberg,,whole street,K,Complete street,mittel
Heckenrosenweg,Pankow,,whole street,K,Complete street,mittel
Heckenweg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Heckerdamm,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Heckmannufer,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Hedemannstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,einfach
Hederichweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hedwig-Dohm-Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Hedwig-Porschütz-Straße,Mitte,,whole street,K,Complete street,mittel
Hedwigskirchgasse,Mitte,,whole street,K,Complete street,gut
Hedwigstraße,Lichtenberg,,whole street,K,Complete street,mittel
Hedwigstraße,Pankow,,1 - 5,U,Odd numbers only,mittel
Hedwigstraße,Pankow,,2 - 6,G,Even numbers only,gut
Hedwigstraße,Reinickendorf,,whole street,K,Complete street,mittel
Hedwigstraße,Spandau,,whole street,K,Complete street,einfach
Hedwigstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Hedwig-Wachenheim-Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Heegermühler Weg,Pankow,,whole street,K,Complete street,mittel
Heerruferweg,Reinickendorf,,whole street,K,Complete street,gut
Heerstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Heerstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Heerstraße,Spandau,,168 - 270,G,Even numbers only,mittel
Heerstraße,Spandau,,199 - 285,U,Odd numbers only,mittel
Heerstraße,Spandau,,280 - 456,G,Even numbers only,einfach
Heerstraße,Spandau,,287 - 339,U,Odd numbers only,einfach
Heerstraße,Spandau,,343 - 377,U,Odd numbers only,mittel
Heinersdorfer Straße (Blanb),Pankow,,139 - 200,F,Consecutive numbering,mittel
Heinersdorfer Straße (Heind),Pankow,,3 - 3 A,F,Consecutive numbering,einfach
Heinersdorfer Straße (Heind),Pankow,,4,F,Consecutive numbering,mittel
Heinersdorfer Straße (Heind),Pankow,,5 - 129,F,Consecutive numbering,einfach
Heinersdorfer Straße (Heind),Pankow,,139 - 200,F,Consecutive numbering,mittel
Heinersdorfer Straße (Weißs),Pankow,,whole street,K,Complete street,mittel
Heinickeweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Heinitzweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Heino-Schmieden-Weg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Heinrich-Böll-Straße,Pankow,,whole street,K,Complete street,mittel
Heinrich-Dathe-Platz,Lichtenberg,,whole street,K,Complete street,einfach
Heinrich-Grüber-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Heinrich-Heine-Platz,Mitte,,3 - 5,F,Consecutive numbering,gut
Heinrich-Heine-Platz,Mitte,,8 - 14,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,1 - 14,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,15,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,16,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,17,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,18,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,19,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,20,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,21,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,22,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,23,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,24,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,25,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,26 - 26 A,F,Consecutive numbering,gut
Heinrich-Heine-Straße,Mitte,,27 - 29,F,Consecutive numbering,mittel
Heinrich-Heine-Straße,Mitte,,30 - 62 D,F,Consecutive numbering,gut
Heinrich-Hertz-Straße,Spandau,,whole street,K,Complete street,einfach
Heinrich-Mann-Platz,Pankow,,whole street,K,Complete street,gut
Heinrich-Mann-Straße,Pankow,,whole street,K,Complete street,gut
Heinrich-Mirbach-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Heinrich-Roller-Straße,Pankow,,whole street,K,Complete street,gut
Heinrich-Schlusnus-Straße,Neukölln,,whole street,K,Complete street,einfach
Heinrich-Seidel-Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Heinrich-Stahl-Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Heinrichstraße,Lichtenberg,,whole street,K,Complete street,mittel
Heinrichstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Heinsestraße,Reinickendorf,,1 - 15,U,Odd numbers only,mittel
Heinsestraße,Reinickendorf,,2 - 54,G,Even numbers only,gut
Heinsestraße,Reinickendorf,,19 - 53,U,Odd numbers only,gut
Heinz-Bartsch-Straße,Pankow,,whole street,K,Complete street,mittel
Heinz-Galinski-Straße,Mitte,,whole street,K,Complete street,einfach
Heinz-Kapelle-Straße,Pankow,,2 - 12,G,Even numbers only,mittel
Heinz-Kapelle-Straße,Pankow,,5 - 11,U,Odd numbers only,gut
Heisenbergstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Heisterbachstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Heiterwanger Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hektorstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Helbigstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Heldburger Straße,Lichtenberg,,whole street,K,Complete street,mittel
Helene-Jacobs-Straße,Charlottenburg-Wilmersdorf,,2 - 12,G,Even numbers only,mittel
Helene-Jacobs-Straße,Charlottenburg-Wilmersdorf,,14 - 26,G,Even numbers only,gut
Helene-Jacobs-Straße,Charlottenburg-Wilmersdorf,,28 - 34,G,Even numbers only,mittel
Helene-Nathan-Weg,Neukölln,,whole street,K,Complete street,mittel
Helenenhof,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Helen-Ernst-Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Helene-von-Mülinen-Weg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Helene-Weber-Straße,Neukölln,,whole street,K,Complete street,mittel
Helene-Weigel-Platz,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Helene-Wessel-Straße,Neukölln,,whole street,K,Complete street,mittel
Helen-Keller-Weg,Spandau,,whole street,K,Complete street,mittel
Helga-Haase-Straße,Lichtenberg,,whole street,K,Complete street,einfach
Helga-Hahnemann-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Helgaweg,Reinickendorf,,whole street,K,Complete street,mittel
Helgiweg,Pankow,,whole street,K,Complete street,mittel
Helgoländer Ufer,Mitte,,whole street,K,Complete street,mittel
Helgolandstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Heliosstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hellebergeplatz,Spandau,,whole street,K,Complete street,gut
Hellebergeweg,Spandau,,2 - 4,G,Even numbers only,gut
Hellebergeweg,Spandau,,3 - 9,U,Odd numbers only,gut
Hellebergeweg,Spandau,,11 - 35,U,Odd numbers only,mittel
Hermann-Schmidt-Weg,Spandau,,whole street,K,Complete street,einfach
Hermannstadter Weg,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Hermannstraße,Neukölln,,whole street,K,Complete street,einfach
Hermannstraße (Wanns),Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hermannstraße (Zehld),Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hermelinweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hermeroder Weg,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Hermesweg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hermineweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hermsdorfer Damm,Reinickendorf,,25 - 131,U,Odd numbers only,mittel
Hermsdorfer Damm,Reinickendorf,,26 - 132,G,Even numbers only,mittel
Hermsdorfer Damm,Reinickendorf,,133 - 239,U,Odd numbers only,gut
Hermsdorfer Damm,Reinickendorf,,134 - 250,G,Even numbers only,gut
Hermsdorfer Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hermsdorfer Straße,Reinickendorf,,1 - 32,F,Consecutive numbering,mittel
Hermsdorfer Straße,Reinickendorf,,36 - 53 A,F,Consecutive numbering,einfach
Hermsdorfer Straße,Reinickendorf,,55 - 104,F,Consecutive numbering,mittel
Herrenhausstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Herrfurthplatz,Neukölln,,whole street,K,Complete street,einfach
Herrfurthstraße,Neukölln,,whole street,K,Complete street,einfach
Herrfurthstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Herrgottsapfelweg,Pankow,,3 - 16,F,Consecutive numbering,mittel
Herrgottsapfelweg,Pankow,,17,F,Consecutive numbering,einfach
Herrgottsapfelweg,Pankow,,18,F,Consecutive numbering,mittel
Herrgottsapfelweg,Pankow,,19 - 37,F,Consecutive numbering,einfach
Herrnholzweg,Reinickendorf,,whole street,K,Complete street,mittel
Herrnhuter Weg,Neukölln,,whole street,K,Complete street,einfach
Hersbrucker Weg,Spandau,,whole street,K,Complete street,mittel
Herscheider Weg,Reinickendorf,,whole street,K,Complete street,mittel
Herschelstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Hersfelder Weg,Spandau,,whole street,K,Complete street,mittel
Hertastraße,Lichtenberg,,whole street,K,Complete street,mittel
Hertastraße,Neukölln,,whole street,K,Complete street,einfach
Hertastraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hertefeldstraße,Spandau,,whole street,K,Complete street,einfach
Hertelstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,gut
Herthaplatz,Pankow,,whole street,K,Complete street,mittel
Herthastraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Herthastraße,Pankow,,whole street,K,Complete street,mittel
Hertwigswalder Steig,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hertzallee,Mitte,,whole street,K,Complete street,mittel
Hertzbergstraße,Neukölln,,1 - 6,F,Consecutive numbering,mittel
Hertzbergstraße,Neukölln,,7 - 24,F,Consecutive numbering,einfach
Hertzbergstraße,Neukölln,,26 - 32,F,Consecutive numbering,mittel
Hertzstraße,Pankow,,whole street,K,Complete street,mittel
Herulerstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Herulerweg,Spandau,,whole street,K,Complete street,mittel
Herwarthstraße (Lifel),Steglitz-Zehlendorf,,1 - 9 D,F,Consecutive numbering,mittel
Herwarthstraße (Lifel),Steglitz-Zehlendorf,,10 - 16,F,Consecutive numbering,gut
Herwarthstraße (Wanns),Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Herweghstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,gut
Herweghstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Herwigstraße,Pankow,,whole street,K,Complete street,mittel
Herzbergstraße,Lichtenberg,,whole street,K,Complete street,einfach
Herzblattweg,Neukölln,,whole street,K,Complete street,mittel
Herzfelder Steig,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hessenallee,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hessenring,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hessische Straße,Mitte,,whole street,K,Complete street,mittel
Hettnerweg,Spandau,,whole street,K,Complete street,einfach
Heubergerweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Heubnerweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Heubuder Straße,Mitte,,whole street,K,Complete street,einfach
Heuetsteig,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Heukuppenweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Heusingerstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Hevellerweg,Spandau,,whole street,K,Complete street,mittel
Hewaldstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Heydenstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Heylstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Heynstraße,Pankow,,whole street,K,Complete street,mittel
Hibiskusweg,Pankow,,whole street,K,Complete street,mittel
Hiddenseer Straße,Pankow,,whole street,K,Complete street,gut
Hiddenseestraße,Pankow,,whole street,K,Complete street,mittel
Hochbergweg,Steglitz-Zehlendorf,,2,G,Even numbers only,mittel
Hochbergweg,Steglitz-Zehlendorf,,9 - 25,U,Odd numbers only,gut
Hochbergweg,Steglitz-Zehlendorf,,14 - 22,G,Even numbers only,gut
Hochfeilerweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hochgallweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hochhausweg,Spandau,,whole street,K,Complete street,einfach
Hochjagdstraße,Reinickendorf,,whole street,K,Complete street,mittel
Hochkalterweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hochkirchstraße,Tempelhof-Schöneberg,,1 - 9,F,Consecutive numbering,einfach
Hochkirchstraße,Tempelhof-Schöneberg,,10 - 21,F,Consecutive numbering,mittel
Hochkönigweg,Neukölln,,1 - 41,U,Odd numbers only,einfach
Hochkönigweg,Neukölln,,2 - 64,G,Even numbers only,mittel
Hochkönigweg,Neukölln,,49 - 63,U,Odd numbers only,mittel
Hochlandstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hochmeisterplatz,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hochsitzweg,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hochspannungsweg,Neukölln,,whole street,K,Complete street,einfach
Hochstädter Straße,Mitte,,whole street,K,Complete street,einfach
Höchste Straße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Hochstraße,Mitte,,whole street,K,Complete street,einfach
Hochstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hochthronweg,Neukölln,,whole street,K,Complete street,einfach
Hochtristenweg,Neukölln,,whole street,K,Complete street,einfach
Hochwaldsteig,Spandau,,whole street,K,Complete street,gut
Hochwaldstraße,Lichtenberg,,whole street,K,Complete street,mittel
Hochwieser Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hochwildpfad,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hocksteinweg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hödurstraße,Pankow,,whole street,K,Complete street,mittel
Hoeftweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hoenerweg,Lichtenberg,,whole street,K,Complete street,mittel
Hoeppnerstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hoernlestraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hoeschweg,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hoevelstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hofackerzeile,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,einfach
Hoffbauerpfad,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hoffmannstraße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hoffmann-von-Fallersleben-Pl.,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Hofheimer Straße,Lichtenberg,,whole street,K,Complete street,mittel
Hofjagdweg,Neukölln,,whole street,K,Complete street,einfach
Hofjägerallee,Reinickendorf,,whole street,K,Complete street,gut
Hofzeichendamm,Pankow,,whole street,K,Complete street,mittel
Hogenestweg,Neukölln,,whole street,K,Complete street,einfach
Hohe Ähren,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hohefeldstraße,Reinickendorf,,whole street,K,Complete street,gut
Hohenberger Steig,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hohenbinder Steig,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hohenbirker Weg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hohenbornweg,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Hohenfriedbergstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Hohengraper Weg,Lichtenberg,,whole street,K,Complete street,einfach
Hohenheimer Straße,Reinickendorf,,whole street,K,Complete street,gut
Hohenkircher Allee,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hohenloher Weg,Spandau,,whole street,K,Complete street,einfach
Hohensaatener Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hohenschönhauser Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hohenschönhauser Straße,Pankow,,whole street,K,Complete street,einfach
Hohenschönhauser Straße (Fenpf),Lichtenberg,,whole street,K,Complete street,einfach
Hohenschönhauser Straße (NHohs),Lichtenberg,,whole street,K,Complete street,einfach
Hohenschönhauser Weg,Lichtenberg,,whole street,K,Complete street,einfach
Hohenstaufenstraße,Tempelhof-Schöneberg,,1 - 10 A,F,Consecutive numbering,mittel
Hohenstaufenstraße,Tempelhof-Schöneberg,,22 - 54,F,Consecutive numbering,gut
Hohenstaufenstraße,Tempelhof-Schöneberg,,54 A - 60,F,Consecutive numbering,mittel
Hohenstaufenstraße,Tempelhof-Schöneberg,,61 - 69,F,Consecutive numbering,gut
Höhensteig,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hohensteinallee,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hohensteiner Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hohentwielsteig,Steglitz-Zehlendorf,,2 - 10,G,Even numbers only,mittel
Hohentwielsteig,Steglitz-Zehlendorf,,3 - 7,U,Odd numbers only,mittel
Hohentwielsteig,Steglitz-Zehlendorf,,20 - 30,G,Even numbers only,gut
Hohentwielsteig,Steglitz-Zehlendorf,,27 - 29,U,Odd numbers only,gut
Hohenwalder Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Höhenweg,Spandau,,whole street,K,Complete street,mittel
Honsfelder Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hopfenweg,Neukölln,,whole street,K,Complete street,mittel
Höpfertsteig,Reinickendorf,,whole street,K,Complete street,mittel
Hoppendorfer Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hoppenrader Weg,Spandau,,whole street,K,Complete street,einfach
Hoppestraße,Reinickendorf,,whole street,K,Complete street,einfach
Horandweg,Reinickendorf,,whole street,K,Complete street,gut
Horazweg,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Horber Straße,Reinickendorf,,whole street,K,Complete street,mittel
Horchheimer Weg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hornbacher Weg,Treptow-Köpenick,,1 - 21,U,Odd numbers only,mittel
Hornbacher Weg,Treptow-Köpenick,,2 B - 30,G,Even numbers only,mittel
Hornbacher Weg,Treptow-Köpenick,,27 - 45,U,Odd numbers only,einfach
Hornbacher Weg,Treptow-Köpenick,,34 - 40,G,Even numbers only,einfach
Hornblendeweg,Neukölln,,1 A - 11 B,U,Odd numbers only,mittel
Hornblendeweg,Neukölln,,2,G,Even numbers only,einfach
Hornblendeweg,Neukölln,,4 A - 14,G,Even numbers only,mittel
Hornetweg,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hornoer Ring,Marzahn-Hellersdorf,,whole street,K,Complete street,einfach
Hornsteiner Weg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hornstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,mittel
Hornungweg,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hörselbergstraße,Marzahn-Hellersdorf,,1 - 8,F,Consecutive numbering,mittel
Hörselbergstraße,Marzahn-Hellersdorf,,9 - 11,F,Consecutive numbering,gut
Horst-Caspar-Steig,Neukölln,,1,U,Odd numbers only,mittel
Horst-Caspar-Steig,Neukölln,,2 - 34,G,Even numbers only,einfach
Horst-Caspar-Steig,Neukölln,,5 - 29,U,Odd numbers only,einfach
Hörstenweg,Pankow,,1 - 67 A,U,Odd numbers only,mittel
Hörstenweg,Pankow,,4 - 66,G,Even numbers only,mittel
Hörstenweg,Pankow,,67 B - 109,U,Odd numbers only,einfach
Hörstenweg,Pankow,,70 - 112,G,Even numbers only,einfach
Horst-Kohl-Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Horst-Kunze-Weg,Treptow-Köpenick,,2 - 12,G,Even numbers only,mittel
Horst-Kunze-Weg,Treptow-Köpenick,,3,U,Odd numbers only,gut
Horst-Kunze-Weg,Treptow-Köpenick,,9 - 11,U,Odd numbers only,mittel
Horstwalder Straße,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Horstweg,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Hortensienplatz,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hortensienstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Horterweg,Lichtenberg,,whole street,K,Complete street,mittel
Hortwinkeler Weg,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hosemannstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hosemannstraße,Pankow,,whole street,K,Complete street,mittel
Hospitalstraße,Spandau,,whole street,K,Complete street,einfach
Hossauerweg,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Hottengrundweg,Spandau,,whole street,K,Complete street,gut
Hoyerswerdaer Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hranitzkystraße,Tempelhof-Schöneberg,,1 - 17,U,Odd numbers only,mittel
Hranitzkystraße,Tempelhof-Schöneberg,,2 - 18,G,Even numbers only,mittel
Hranitzkystraße,Tempelhof-Schöneberg,,19 - 35,U,Odd numbers only,einfach
Hranitzkystraße,Tempelhof-Schöneberg,,20 - 36,G,Even numbers only,einfach
Hubertusallee,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hubertusbader Straße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Hubertusdamm,Pankow,,whole street,K,Complete street,mittel
Hubertusstraße,Lichtenberg,,whole street,K,Complete street,mittel
Hubertusstraße,Reinickendorf,,whole street,K,Complete street,mittel
Hubertusstraße,Spandau,,whole street,K,Complete street,mittel
Hubertusstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hubertusstraße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Hubertusweg,Reinickendorf,,whole street,K,Complete street,gut
Huberweg,Spandau,,whole street,K,Complete street,einfach
Hübnerstraße,Friedrichshain-Kreuzberg,,whole street,K,Complete street,gut
Hufelandstraße,Pankow,,whole street,K,Complete street,gut
Hufenweg,Treptow-Köpenick,,whole street,K,Complete street,mittel
Huflattichweg,Pankow,,whole street,K,Complete street,einfach
Hüfnerweg,Neukölln,,whole street,K,Complete street,einfach
Hügelschanze,Spandau,,whole street,K,Complete street,einfach
Hugenottenplatz,Pankow,,whole street,K,Complete street,mittel
Hugo-Cassirer-Straße,Spandau,,whole street,K,Complete street,einfach
Hugo-Distler-Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Hugo-Heimann-Straße,Neukölln,,whole street,K,Complete street,einfach
Hugo-Junkers-Straße,Treptow-Köpenick,,whole street,K,Complete street,mittel
Hugo-Vogel-Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Hugo-Wolf-Steig,Treptow-Köpenick,,whole street,K,Complete street,gut
Ilsestraße,Lichtenberg,,1 - 79,U,Odd numbers only,mittel
Ilsestraße,Lichtenberg,,2 - 80,G,Even numbers only,gut
Ilsestraße,Neukölln,,whole street,K,Complete street,einfach
Iltisstraße,Steglitz-Zehlendorf,,1 - 9,U,Odd numbers only,gut
Iltisstraße,Steglitz-Zehlendorf,,2 - 4,G,Even numbers only,mittel
Im Achterkastell,Lichtenberg,,whole street,K,Complete street,einfach
Im Amseltal,Reinickendorf,,whole street,K,Complete street,gut
Im Amtmannsgarten,Neukölln,,whole street,K,Complete street,einfach
Im Augarten,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Im Bauernbusch,Neukölln,,whole street,K,Complete street,einfach
Im Brachfeldwinkel,Reinickendorf,,whole street,K,Complete street,mittel
Im Dohl,Spandau,,whole street,K,Complete street,gut
Im Dol,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Domstift,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Im Eck,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Im Eichengrund,Spandau,,whole street,K,Complete street,mittel
Im Erpelgrund,Reinickendorf,,whole street,K,Complete street,mittel
Im Eulengrund,Spandau,,whole street,K,Complete street,gut
Im Fischgrund,Reinickendorf,,whole street,K,Complete street,gut
Im Gartenheim,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Im Gehege,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Gestell,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Grund,Spandau,,whole street,K,Complete street,mittel
Im Haselwinkel,Treptow-Köpenick,,whole street,K,Complete street,einfach
Im Havelblick,Spandau,,whole street,K,Complete street,mittel
Im Heidewinkel,Spandau,,2 - 24 D,G,Even numbers only,einfach
Im Heidewinkel,Spandau,,3 - 37,U,Odd numbers only,mittel
Im Heidewinkel,Spandau,,26 - 38 B,G,Even numbers only,mittel
Im Hornisgrund,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Im Hufenschlag,Reinickendorf,,whole street,K,Complete street,einfach
Im Kieferngrund,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Im Kinderland,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
